"session_id","fullscreen","hq","music","hover_duration","n_actions","elapsed_time","n_event_name","n_name","n_fqid","n_room_fqid","n_text_fqid","n_notebook_click","n_object_hover","n_map_hover","n_cutscene_click","n_person_click","n_navigate_click","n_observation_click","n_notification_click","n_object_click","n_map_click","n_page1","n_page0","n_historicalsociety","n_kohlcenter","n_capitol","correctness","q1","q2","q3"
"20100111274378384",0,0,0,6278,192,115441,9,3,21,6,12,0,2,3,40,20,112,0,6,6,2,0,0,137,53,2,1,1,1,1
"20100111275626830",0,0,1,15216,171,229193,10,3,22,6,13,0,5,2,26,19,80,1,5,30,2,0,0,103,66,2,1,1,1,1
"20100111290365256",0,0,1,9153,129,234457,9,3,23,6,12,0,6,2,29,18,56,0,8,7,2,0,0,98,29,2,0.666666666666667,0,1,1
"20100111293440890",0,0,1,12078,136,243282,11,4,23,6,14,2,6,1,32,21,47,1,6,17,2,2,0,98,36,2,1,1,1,1
"20100111315145150",0,0,1,79964,129,497481,10,3,26,7,13,0,6,2,29,19,53,1,5,11,2,0,0,95,31,3,1,1,1,1
"20100111331202868",0,0,1,20723,149,1007401,11,4,26,6,16,10,8,3,29,19,51,8,9,9,2,2,8,113,34,2,1,1,1,1
"20100111342055230",0,0,1,16418,271,401542,11,6,30,7,19,11,8,3,37,24,129,7,9,39,3,4,7,194,68,9,0,0,0,0
"20100111354105336",0,0,1,10982,152,186837,10,3,23,6,17,0,4,2,40,22,58,1,9,13,2,0,0,115,34,3,1,1,1,1
"20100111373695984",0,0,1,8064,214,312541,11,4,27,7,17,2,4,1,26,24,113,3,5,33,2,0,2,163,49,2,0.666666666666667,0,1,1
"20100111374821010",0,1,1,17950,255,395934,11,4,29,7,16,16,9,2,25,18,141,6,11,23,3,4,12,199,52,4,1,1,1,1
"20100111383889904",1,1,1,19610,147,519292,10,4,21,6,12,7,4,3,29,18,66,0,6,11,2,2,5,111,34,2,0.666666666666667,0,1,1
"20100111434701724",0,0,1,57365,112,406819,11,5,24,6,12,3,4,4,28,18,38,1,5,8,2,2,1,88,22,2,1,1,1,1
"20100111460520910",1,1,1,10483,136,206749,9,3,25,6,14,0,2,1,35,19,59,0,9,8,2,0,0,105,29,2,0.666666666666667,0,1,1
"20100111474022764",0,0,1,28373,194,542554,11,4,26,7,16,2,7,5,32,21,102,3,6,12,3,0,2,136,56,2,0.666666666666667,0,1,1
"20100111500632376",0,0,1,11822,160,242065,11,4,29,7,18,4,4,4,28,21,74,3,8,11,2,4,0,106,52,2,1,1,1,1
"20100111520459320",0,0,1,7909,115,148343,9,3,23,6,11,0,3,4,31,18,42,0,5,9,2,0,0,87,26,2,1,1,1,1
"20100111522448010",0,0,1,23921,165,184827,10,3,25,6,14,0,11,1,32,18,74,3,8,14,3,0,0,121,37,7,0.666666666666667,0,1,1
"20100111522598640",0,0,1,10974,166,398602,11,4,29,7,20,3,2,1,32,28,64,4,9,19,3,0,3,128,36,2,0.666666666666667,0,1,1
"20100112052121604",1,0,0,22218,129,209020,9,3,21,6,12,0,4,3,33,18,52,0,6,10,2,0,0,90,37,2,1,1,1,1
"20100112063078976",0,0,1,15800,136,165712,9,3,23,6,14,0,5,1,32,21,51,0,9,14,2,0,0,101,32,3,1,1,1,1
"20100112065025580",0,0,1,27006,140,222994,11,4,25,6,13,2,8,2,27,18,50,1,8,21,2,0,2,92,44,4,1,1,1,1
"20100112092206028",0,0,1,21682,157,249805,11,4,26,7,15,11,6,3,30,19,54,3,14,14,2,2,9,119,35,3,1,1,1,1
"20100112114654810",0,0,1,35686,136,410365,10,3,24,6,15,0,2,1,33,27,48,2,6,14,2,0,0,108,26,2,1,1,1,1
"20100112115368144",0,1,1,8687,167,364005,10,3,30,7,16,0,2,3,25,20,83,3,11,17,2,0,0,124,41,2,1,1,1,1
"20100112122350730",0,1,0,23095,169,384444,11,4,28,6,18,5,8,2,32,21,68,4,9,17,2,0,5,126,40,3,0.666666666666667,0,1,1
"20100112123609416",0,0,1,7489,149,2278506,9,3,25,6,15,0,6,1,31,20,66,0,9,13,2,0,0,108,39,2,1,1,1,1
"20100112152091080",0,1,1,36773,286,3106173,11,4,31,7,20,7,10,1,45,30,156,7,10,16,3,0,7,235,45,6,0.666666666666667,0,1,1
"20100112190353960",0,0,1,26206,222,480692,10,3,31,7,20,0,6,4,32,25,118,4,12,18,2,0,0,183,36,3,1,1,1,1
"20100112214738060",0,0,1,23514,122,251869,9,3,22,6,12,0,4,0,27,18,50,1,5,14,2,0,0,86,34,2,1,1,1,1
"20100112225395480",0,0,1,27558,185,265542,11,4,28,7,15,7,6,5,30,18,88,3,8,16,3,5,2,137,46,2,0.666666666666667,0,1,1
"20100112242310780",0,0,1,3647,150,209763,9,3,24,6,14,0,1,5,33,21,68,0,9,10,2,0,0,103,41,6,1,1,1,1
"20100112272399090",0,0,1,14572,158,196282,11,4,24,6,16,6,5,4,32,22,51,1,9,24,3,2,4,115,38,5,1,1,1,1
"20100112303554740",0,0,1,7633,146,162578,10,3,22,6,13,0,5,1,37,18,68,1,6,7,2,0,0,105,39,2,1,1,1,1
"20100112325032400",1,0,1,12678,125,176516,10,3,23,6,13,0,8,5,27,21,48,1,5,7,2,0,0,89,34,2,1,1,1,1
"20100112403862880",0,0,1,8751,146,332945,11,4,26,7,17,2,2,1,31,22,48,2,9,26,2,0,2,106,38,2,1,1,1,1
"20100112422009230",1,1,1,27611,140,281812,9,3,23,7,14,0,5,0,30,19,61,1,6,15,2,0,0,96,41,3,0.666666666666667,0,1,1
"20100112431837544",0,0,1,11436,159,1838858,11,4,29,7,18,2,3,3,32,21,64,2,12,17,2,0,2,126,31,2,0.666666666666667,1,1,0
"20100112495997816",0,0,1,10582,152,155572,10,4,23,6,15,6,6,3,35,21,61,0,9,8,2,2,4,113,34,5,0.666666666666667,0,1,1
"20100112511634468",0,0,1,44039,131,518652,10,5,26,7,14,7,6,2,26,20,47,0,8,12,2,2,5,93,36,2,0.666666666666667,1,0,1
"20100112554019610",0,0,1,13370,154,302476,9,4,25,7,16,6,3,0,30,23,46,0,9,34,2,2,4,102,50,2,1,1,1,1
"20100112565850292",0,0,1,97191,198,353329,10,3,28,6,18,0,5,2,30,21,113,2,9,13,2,0,0,151,44,3,1,1,1,1
"20100112570372764",0,0,1,16682,154,363134,11,4,25,7,13,7,5,2,26,18,69,2,5,17,2,3,4,112,39,3,1,1,1,1
"20100112574890320",0,0,1,8599,176,448417,10,4,24,7,15,20,3,2,32,27,74,0,6,8,3,2,18,140,34,2,1,1,1,1
"20100113121580480",0,0,0,5447,198,118279,9,3,21,6,12,0,2,1,46,27,97,0,5,16,3,0,0,148,40,10,0.666666666666667,0,1,1
"20100113123469780",0,0,1,23212,156,533772,11,6,28,7,18,10,4,2,30,23,65,4,6,9,2,3,7,107,47,2,1,1,1,1
"20100113124538976",0,0,1,14102,120,308212,10,3,25,7,14,0,4,3,33,18,37,1,9,12,2,0,0,94,24,2,1,1,1,1
"20100113150922424",0,0,1,6870,195,159524,10,4,24,6,12,2,4,4,43,27,85,0,10,17,2,2,0,147,38,10,0.666666666666667,0,1,1
"20100113203750424",0,0,1,22539,126,248815,11,4,26,7,15,2,6,1,32,18,44,3,6,11,2,0,2,100,24,2,1,1,1,1
"20100113204991120",0,0,1,14932,132,166481,10,3,24,6,12,0,4,1,28,18,64,1,5,7,3,0,0,91,39,2,1,1,1,1
"20100113211402190",1,1,1,47255,262,3154652,11,4,24,6,15,4,14,2,66,40,100,1,13,16,4,0,4,205,52,5,1,1,1,1
"20100113244993790",0,0,1,18354,167,299102,11,4,25,7,14,2,5,2,31,19,85,1,8,11,2,0,2,113,52,2,1,1,1,1
"20100113272965970",0,0,1,35796,144,410257,8,3,21,6,13,0,5,0,27,22,71,0,5,11,2,0,0,113,29,2,0.666666666666667,0,1,1
"20100113302320896",1,0,1,28245,204,356122,10,3,29,7,19,0,3,4,31,23,116,3,9,11,3,0,0,169,33,2,0.666666666666667,0,1,1
"20100113302514924",0,0,1,30435,126,311380,11,4,24,6,14,2,4,4,32,22,46,1,5,7,2,0,2,103,21,2,0.666666666666667,0,1,1
"20100113302758190",0,0,1,15522,134,217956,9,3,21,6,11,0,5,1,26,18,70,0,5,6,2,0,0,79,53,2,1,1,1,1
"20100113372682160",1,0,1,13037,163,143082,10,4,23,6,12,4,5,2,42,18,71,0,8,10,2,2,2,124,37,2,1,1,1,1
"20100113381432344",0,0,1,54098,153,291610,11,4,26,7,15,3,11,3,28,21,63,4,5,11,3,0,3,115,35,3,1,1,1,1
"20100113382117660",0,0,1,29578,141,193964,9,3,22,6,12,0,6,3,31,18,67,0,6,7,2,0,0,107,32,2,1,1,1,1
"20100113403690710",0,0,1,24939,251,1948660,11,4,27,6,15,4,10,4,69,32,104,1,6,18,2,0,4,198,50,3,1,1,1,1
"20100113472892036",0,0,1,36751,217,317750,10,3,27,7,15,0,8,2,32,18,107,3,8,36,2,0,0,160,55,2,1,1,1,1
"20100113492754664",1,1,1,25541,139,245559,10,4,26,6,15,10,7,3,29,21,47,0,8,11,2,0,10,111,26,2,1,1,1,1
"20100113515582000",0,0,1,14198,173,476031,11,4,28,7,17,7,5,3,29,23,69,5,9,20,2,3,4,131,40,2,1,1,1,1
"20100113542822250",0,0,1,13980,133,302131,11,4,24,6,14,2,4,2,29,19,46,1,8,19,2,0,2,91,40,2,1,1,1,1
"20100113551171040",0,0,1,11109,140,472659,10,4,26,7,17,3,6,0,30,19,46,6,9,18,2,0,3,106,32,2,1,1,1,1
"20100113554333536",0,0,1,6840,161,222842,10,3,27,7,17,0,4,1,34,19,81,5,6,8,2,0,0,134,24,3,1,1,1,1
"20100113555428456",0,0,1,37534,129,253560,10,3,25,6,15,0,8,4,29,19,47,1,9,9,2,0,0,96,30,3,0.666666666666667,0,1,1
"20100113562262376",0,0,1,10582,123,189544,8,3,21,6,11,0,5,0,33,18,52,0,5,7,2,0,0,96,25,2,0.666666666666667,0,1,1
"20100114004037680",0,0,1,20324,166,319958,11,4,24,7,16,15,3,2,33,23,66,1,6,14,2,2,13,129,33,4,1,1,1,1
"20100114023265800",0,1,1,18851,197,195174,11,4,30,7,18,2,7,3,35,19,101,4,9,14,2,0,2,153,41,3,0.666666666666667,0,1,1
"20100114034475190",0,0,1,17998,153,148958,10,4,25,6,12,2,6,2,35,18,69,0,8,10,2,0,2,119,32,2,1,1,1,1
"20100114034633828",0,0,0,4384,133,141617,9,3,22,6,12,0,3,1,41,20,51,0,6,8,2,0,0,114,17,2,1,1,1,1
"20100114065912308",0,0,1,7689,143,131880,9,3,22,6,12,0,4,2,41,18,60,0,6,9,2,0,0,107,30,6,1,1,1,1
"20100114080717940",0,0,1,12138,115,251290,9,3,23,6,13,0,2,3,27,21,41,0,8,10,2,0,0,92,20,3,1,1,1,1
"20100114083263764",0,0,0,11441,148,368286,11,4,27,7,19,8,4,1,30,23,50,3,9,17,2,4,4,116,30,2,1,1,1,1
"20100114131659468",1,0,1,14399,171,285211,9,3,30,7,19,0,5,0,29,21,82,4,11,16,2,0,0,129,39,3,1,1,1,1
"20100114142605772",0,0,0,9682,170,494808,9,3,21,6,13,0,3,1,45,21,82,0,6,9,2,0,0,109,58,3,0.666666666666667,0,1,1
"20100114142799520",0,0,1,6696,136,174011,8,3,23,7,13,0,3,0,34,19,61,0,9,7,2,0,0,100,29,7,0.666666666666667,0,1,1
"20100114164175070",0,0,1,18885,146,181155,10,4,24,6,13,4,5,4,35,18,60,0,9,8,2,0,4,106,37,3,1,1,1,1
"20100114173964540",0,0,1,5050,163,232473,11,4,22,6,13,2,2,2,37,18,84,1,6,6,4,0,2,118,42,3,1,1,1,1
"20100114185867776",0,0,1,35396,193,269337,10,4,25,7,14,10,8,3,31,19,95,0,9,14,3,2,8,146,45,2,1,1,1,1
"20100114214767150",0,0,1,9637,168,231309,10,3,26,6,17,0,3,2,39,24,76,1,9,11,2,0,0,120,44,4,1,1,1,1
"20100114220329620",1,0,1,15575,121,270175,10,4,23,6,13,4,7,4,27,21,36,0,8,11,2,2,2,90,29,2,0.666666666666667,0,1,1
"20100114224046390",0,0,1,48950,626,592034,11,4,30,7,20,13,12,4,38,24,431,19,9,73,2,2,11,515,107,4,0.333333333333333,0,1,0
"20100114231028224",0,0,1,16419,202,226059,11,4,23,6,14,2,7,3,38,21,107,1,8,12,2,0,2,148,47,7,0.666666666666667,0,1,1
"20100114264399190",0,0,1,15381,180,214261,10,3,25,6,16,0,3,1,31,20,102,2,9,8,3,0,0,130,46,4,1,1,1,1
"20100114294155384",0,1,1,34932,119,306278,11,4,25,6,15,3,5,2,30,18,39,2,9,8,2,3,0,91,26,2,1,1,1,1
"20100114300905212",0,1,1,18779,141,410416,11,4,27,7,17,8,4,2,32,19,48,3,9,13,2,0,8,113,26,2,1,1,1,1
"20100114301955270",0,0,1,8947,135,192521,9,3,21,6,12,0,3,1,37,18,59,0,6,8,2,0,0,108,25,2,1,1,1,1
"20100114355398908",0,0,1,72500,140,528704,11,6,28,7,16,11,6,3,26,20,45,5,8,13,2,4,7,110,28,2,0.666666666666667,0,1,1
"20100114500729176",0,0,1,9701,125,224496,10,4,26,7,14,4,5,3,29,20,43,0,8,10,2,2,2,97,26,2,0.666666666666667,0,1,1
"20100114503519476",0,0,1,29923,196,254366,11,4,24,6,15,10,7,1,36,19,92,1,12,15,2,0,10,149,41,6,1,1,1,1
"20100114534788464",0,0,1,9883,119,231845,10,4,23,6,13,2,3,1,28,19,45,0,8,9,3,0,2,101,16,2,1,1,1,1
"20100114561049920",0,0,1,7876,146,175876,11,4,26,6,15,6,3,3,31,18,58,2,12,10,2,2,4,115,29,2,1,1,1,1
"20100114570801148",0,0,1,34865,201,359008,11,4,29,7,18,5,6,5,29,22,100,3,9,17,4,0,5,146,43,12,0.333333333333333,0,1,0
"20100114574694770",0,0,1,12419,137,165038,10,4,23,6,13,6,4,1,30,18,57,0,9,9,2,2,4,92,42,3,0.666666666666667,0,1,1
"20100114590370160",1,0,1,13987,149,265971,10,4,22,6,12,2,2,1,29,18,67,0,8,19,2,0,2,98,49,2,1,1,1,1
"20100114590852610",0,0,1,20350,118,369504,10,4,23,7,13,6,3,2,28,19,42,0,6,9,2,0,6,92,24,2,1,1,1,1
"20100115005512812",0,0,1,46160,286,383137,11,4,27,6,17,6,6,4,41,22,159,14,8,22,3,3,3,214,69,3,1,1,1,1
"20100115005598800",0,0,1,24478,159,218952,11,4,30,7,17,2,6,2,29,20,67,3,11,16,2,0,2,119,38,2,1,1,1,1
"20100115025014670",0,0,1,21379,173,256062,11,4,30,7,19,8,9,2,28,26,63,4,8,22,2,2,6,134,36,3,0.666666666666667,0,1,1
"20100115142089760",0,0,1,8393,159,83594739,10,4,23,6,12,6,5,3,34,21,68,0,5,13,3,2,4,116,41,2,0,0,0,0
"20100115143436500",0,0,0,5145,153,196912,9,3,24,6,13,0,2,1,31,18,72,0,12,14,2,0,0,116,35,2,1,1,1,1
"20100115143621824",0,0,1,14831,133,282907,10,4,24,6,13,6,3,3,35,18,47,0,9,9,2,4,2,102,28,3,0.666666666666667,0,1,1
"20100115153871670",0,0,1,18835,160,310667,11,4,27,6,17,9,4,2,26,21,69,2,8,16,2,2,7,115,43,2,0.666666666666667,0,1,1
"20100115195541796",0,0,1,10703,102,207331,10,3,23,6,13,0,4,2,27,19,35,1,5,6,2,0,0,78,22,2,0.666666666666667,0,1,1
"20100115211113456",0,0,1,22794,130,322699,11,4,24,6,13,4,7,3,27,18,49,1,8,10,2,0,4,100,28,2,1,1,1,1
"20100115213518860",0,0,1,12109,137,414362,10,4,23,6,15,8,2,3,34,23,45,0,9,9,3,0,8,106,29,2,1,1,1,1
"20100115242252380",0,0,0,10381,108,228912,9,3,22,6,12,0,4,1,27,18,39,0,8,8,2,0,0,83,23,2,1,1,1,1
"20100115261547010",1,0,1,49310,174,578958,11,4,28,7,15,7,4,4,27,18,77,8,8,17,3,0,7,142,29,3,0.666666666666667,0,1,1
"20100115262106308",0,0,1,20436,243,131321,10,4,23,6,13,5,9,1,61,24,122,0,8,10,2,0,5,188,46,9,0.666666666666667,1,0,1
"20100115263627904",0,0,1,19801,182,415891,11,4,24,7,13,6,3,1,33,21,90,2,5,17,3,2,4,134,46,2,1,1,1,1
"20100115280917930",0,0,1,21200,165,233766,10,4,25,7,15,4,4,5,36,22,74,0,9,7,3,0,4,118,32,15,1,1,1,1
"20100115305016396",1,1,1,20072,205,400566,10,4,24,6,14,4,7,1,31,20,84,0,8,47,2,0,4,130,73,2,0.666666666666667,0,1,1
"20100115315902710",0,0,1,33596,246,513136,11,4,31,7,20,2,14,5,38,25,122,9,15,13,2,0,2,210,34,2,1,1,1,1
"20100115335165856",1,1,1,26179,161,260970,10,4,26,6,15,5,8,0,28,21,70,3,8,15,2,0,5,128,28,5,1,1,1,1
"20100115435206280",0,1,1,21123,131,169143,10,6,23,6,13,7,9,2,27,20,49,0,5,9,2,3,4,95,34,2,1,1,1,1
"20100115473315612",0,0,1,24189,201,597653,11,4,27,7,15,15,8,2,25,18,106,4,8,12,2,2,13,148,42,11,1,1,1,1
"20100115525255724",0,0,1,10908,170,241337,11,4,26,7,14,8,4,4,26,18,93,3,5,6,2,2,6,140,27,3,1,1,1,1
"20100115543803812",0,0,1,15600,156,921283,9,3,24,6,16,0,7,0,34,21,75,2,6,8,2,0,0,120,34,2,0.666666666666667,0,1,1
"20100116063285588",0,0,1,8224,156,239869,11,4,28,7,17,8,3,2,25,23,76,3,5,8,2,4,4,128,26,2,1,1,1,1
"20100116083868190",0,0,1,10797,145,307321,9,3,24,7,13,0,6,2,35,21,42,0,6,29,3,0,0,98,45,2,1,1,1,1
"20100116202427100",0,0,1,0,294,228707,9,4,26,7,15,2,0,0,42,23,203,1,8,10,4,2,0,243,49,2,1,1,1,1
"20100116220746564",0,0,1,18408,323,2995896,10,3,26,6,14,0,9,2,71,37,155,1,16,25,5,0,0,239,80,4,0.666666666666667,0,1,1
"20100116221381640",0,0,1,0,215,293194,7,3,22,6,13,0,0,0,34,19,57,0,12,90,2,0,0,91,121,3,0.666666666666667,0,1,1
"20100116280546140",0,0,1,35350,117,229537,11,4,24,6,13,2,6,1,29,18,39,1,6,12,2,0,2,87,27,3,1,1,1,1
"20100116312285904",1,0,1,60737,148,1128269,11,4,29,7,16,3,4,2,31,22,59,3,6,15,2,0,3,118,28,2,1,1,1,1
"20100116350952972",1,0,1,15004,142,266027,10,3,27,7,16,0,6,2,28,19,61,3,8,12,2,0,0,115,25,2,1,1,1,1
"20100116372581536",0,0,1,13896,180,305635,10,4,23,6,14,7,6,2,28,20,73,0,8,33,2,4,3,131,47,2,1,1,1,1
"20100116391229504",0,0,1,46613,264,467158,11,4,28,7,17,2,9,2,32,21,167,3,9,15,3,0,2,229,33,2,1,1,1,1
"20100116393965132",0,0,1,11776,153,171796,9,3,23,6,14,0,5,2,40,24,60,0,9,10,2,0,0,126,24,3,0.666666666666667,0,1,1
"20100116433371412",0,0,1,20394,193,443257,10,3,28,7,16,0,6,2,28,18,115,3,9,9,2,0,0,129,62,2,0.666666666666667,0,1,1
"20100116512584180",0,0,1,9785,126,220155,10,4,22,7,12,2,3,3,31,18,52,0,6,8,2,0,2,91,33,2,1,1,1,1
"20100116563055436",0,0,1,8359,159,313835,11,4,25,7,14,7,7,2,30,22,65,2,5,16,2,0,7,124,33,2,1,1,1,1
"20100116563861676",0,0,1,25006,162,9702896,11,4,26,6,16,4,7,2,26,23,66,1,8,22,2,2,2,113,46,3,1,1,1,1
"20100116571291350",0,0,1,11816,180,385997,10,4,26,6,16,7,8,2,35,24,70,0,9,22,2,2,5,132,44,4,1,1,1,1
"20100116582869132",0,0,1,24989,149,183928,10,4,25,6,15,5,8,3,31,21,43,0,9,26,2,0,5,105,42,2,0.666666666666667,0,1,1
"20100117030964424",1,0,1,21574,115,778040,10,4,22,6,12,6,4,1,27,18,34,0,8,14,2,0,6,91,22,2,1,1,1,1
"20100117123192490",1,1,0,21761,149,293493,11,4,29,7,18,2,6,2,33,20,60,5,9,9,2,2,0,119,28,2,0.666666666666667,0,1,1
"20100117222271104",0,0,1,36352,172,442180,10,4,22,6,12,8,6,1,31,18,70,0,8,27,2,2,6,120,50,2,1,1,1,1
"20100117360763348",0,1,1,17199,195,228446,9,3,24,6,13,0,5,2,47,18,94,0,9,16,3,0,0,137,56,2,1,1,1,1
"20100117442402230",0,0,1,6650,120,307017,9,4,22,6,11,4,3,0,31,19,44,0,5,10,3,0,4,91,27,2,0.333333333333333,0,1,0
"20100117443322200",0,0,1,16450,185,350326,11,4,28,7,18,5,3,2,36,24,92,4,6,9,3,3,2,149,34,2,1,1,1,1
"20100117464017880",0,0,1,32256,132,348072,11,4,28,7,16,2,5,1,30,18,47,4,9,13,2,0,2,98,32,2,1,1,1,1
"20100117554365464",0,0,1,29552,104,217036,10,4,21,6,12,2,5,3,32,18,28,0,6,7,2,2,0,79,23,2,1,1,1,1
"20100117591541532",0,0,1,3586,145,228833,10,4,24,7,14,8,1,0,27,19,68,1,8,10,2,0,8,116,27,2,1,1,1,1
"20100118035490200",0,0,1,22992,150,342565,10,3,22,6,12,0,5,2,31,18,73,1,5,12,2,0,0,109,39,2,1,1,1,1
"20100118090535520",0,0,1,28706,395,2614801,11,6,30,7,21,23,7,2,79,43,188,5,24,18,4,5,18,314,74,7,0.666666666666667,0,1,1
"20100118092453996",0,0,1,10521,152,240968,11,4,28,7,16,2,6,4,31,23,59,3,8,13,2,0,2,117,30,5,0.666666666666667,0,1,1
"20100118244048120",1,0,1,23451,169,398685,11,6,26,7,16,7,3,2,38,22,65,2,6,21,2,3,4,137,30,2,0.666666666666667,0,1,1
"20100118270811664",0,0,1,26100,191,232544,10,3,30,7,18,0,7,4,34,20,94,3,9,17,2,0,0,153,35,3,1,1,1,1
"20100118543017772",0,0,1,15333,140,219114,11,4,26,6,14,2,7,3,27,18,54,2,11,13,2,0,2,110,28,2,0.666666666666667,0,1,1
"20100119133979216",1,0,1,25238,146,200794,9,3,23,6,13,0,6,2,34,19,64,0,6,12,2,0,0,104,40,2,1,1,1,1
"20100119162080330",0,0,1,35038,198,499956,11,4,25,7,14,25,5,1,33,22,91,2,5,11,2,2,23,144,52,2,0.666666666666667,0,1,1
"20100119192145600",0,0,0,9051,106,177527,9,3,22,6,14,0,4,1,28,20,34,0,8,8,2,0,0,85,18,3,1,1,1,1
"20100119434066850",0,0,1,12692,111,320747,10,4,25,6,12,2,4,5,25,19,40,0,5,8,2,2,0,79,30,2,1,1,1,1
"20100119450251140",0,0,1,9684,107,175571,8,3,22,6,12,0,5,0,29,19,39,0,5,7,2,0,0,82,23,2,1,1,1,1
"20100119465870440",1,0,1,16998,124,239027,9,3,23,6,13,0,3,3,31,18,49,0,9,8,2,0,0,96,26,2,1,1,1,1
"20100119592586696",0,0,1,29091,167,622543,11,4,26,6,17,13,6,5,28,19,60,7,9,17,2,2,11,124,41,2,0.666666666666667,0,1,1
"20100120094544984",0,0,1,14533,144,165141,10,3,25,6,15,0,4,2,30,20,67,5,5,8,2,0,0,109,33,2,1,1,1,1
"20100120164897560",0,0,1,10885,177,191316,11,4,23,7,13,9,4,1,37,27,78,1,5,12,2,0,9,131,38,8,0.333333333333333,0,1,0
"20100120244727410",0,0,1,11317,132,179247,10,3,23,6,14,0,4,1,33,18,55,1,9,8,2,0,0,102,28,2,1,1,1,1
"20100120380823228",0,1,1,6716,129,220400,9,3,23,6,14,0,4,0,32,18,46,1,9,16,2,0,0,97,30,2,1,1,1,1
"20100120382930000",0,0,1,22073,156,215591,11,4,22,6,13,2,5,1,36,18,74,1,6,10,2,0,2,115,37,4,0.666666666666667,0,1,1
"20100120422124110",1,1,1,19725,165,306135,11,5,25,7,13,5,7,3,33,18,72,1,6,16,3,2,3,121,42,2,1,1,1,1
"20100121032523120",0,0,1,22434,107,292477,9,3,23,6,12,0,3,2,27,18,37,0,8,9,2,0,0,79,25,3,1,1,1,1
"20100122272408336",0,0,1,0,264,39393629,9,4,26,7,15,4,0,0,29,25,182,2,5,14,2,0,4,194,46,24,1,1,1,1
"20100123015065050",1,1,1,78139,257,5047017,10,3,28,6,16,0,13,4,55,37,104,5,13,20,4,0,0,191,62,4,1,1,1,1
"20100207251982696",0,0,1,30114,234,426475,10,3,29,7,18,0,7,2,30,25,114,8,6,36,5,0,0,184,48,2,1,1,1,1
"20100207525969576",0,1,1,29536,100,247734,10,4,22,6,12,2,3,1,27,18,30,0,8,8,2,0,2,79,19,2,1,1,1,1
"20100207544276900",0,0,1,8500,195,435157,10,4,22,6,14,2,5,3,43,21,86,0,9,23,2,0,2,137,55,3,1,1,1,1
"20100207583171984",0,0,0,4131,204,134075,8,3,22,6,14,0,1,0,51,21,110,0,9,9,2,0,0,156,43,5,1,1,1,1
"20100207584362790",0,0,1,4322,147,213430,10,3,23,6,14,0,3,1,32,18,73,1,9,7,2,0,0,113,32,2,1,1,1,1
"20100208005768772",0,0,1,11659,136,239144,11,4,26,7,14,3,5,2,27,20,59,1,5,11,2,0,3,94,39,3,0.666666666666667,0,1,1
"20100208090764680",0,0,0,8283,154,567746,10,3,29,7,19,0,4,1,27,27,66,4,8,14,2,0,0,127,25,2,1,1,1,1
"20100208140027224",0,0,1,11630,164,129920,10,3,24,6,16,0,6,3,44,24,58,3,9,14,2,0,0,125,33,6,0.666666666666667,0,1,1
"20100208163077372",1,0,1,23706,144,1202600,10,3,27,7,16,0,6,3,25,22,63,3,8,11,2,0,0,106,36,2,1,1,1,1
"20100208262652480",0,1,1,13016,129,144444,9,3,24,6,13,0,6,1,32,22,52,0,5,8,2,0,0,92,33,4,1,1,1,1
"20100208332760820",0,1,1,20153,141,165237,9,3,21,6,12,0,6,4,36,18,62,0,6,6,2,0,0,108,31,2,1,1,1,1
"20100208335075936",0,0,1,9410,124,170673,9,3,22,6,11,0,7,2,28,18,53,0,5,7,3,0,0,90,31,3,1,1,1,1
"20100208341524588",0,0,1,8845,151,211255,9,3,22,6,12,0,2,1,38,22,69,0,5,11,2,0,0,109,40,2,1,1,1,1
"20100208365572610",0,0,1,24646,156,165940,9,3,22,6,13,0,8,3,30,19,76,0,8,9,2,0,0,114,40,2,0.666666666666667,1,1,0
"20100208395963856",0,0,1,15157,106,215712,9,3,22,6,11,0,2,1,26,18,44,0,5,6,3,0,0,78,26,2,1,1,1,1
"20100208471163470",0,0,1,23551,134,199963,9,3,22,6,12,0,4,2,28,21,63,0,5,8,2,0,0,102,30,2,1,1,1,1
"20100209011987780",0,0,1,11521,145,463678,11,5,30,7,17,4,2,1,29,18,53,7,9,19,2,3,1,118,25,2,0.666666666666667,0,1,1
"20100209032553930",0,0,1,6435,138,171994,9,3,22,6,13,0,3,0,33,18,63,1,6,11,2,0,0,99,36,3,1,1,1,1
"20100209033283424",0,0,1,14745,144,332990,10,6,24,6,13,5,7,3,36,19,57,0,6,8,2,3,2,100,40,4,1,1,1,1
"20100209041595510",0,0,1,12567,167,290793,10,3,26,7,15,0,3,3,27,19,76,2,8,26,2,0,0,107,58,2,1,1,1,1
"20100209050074108",0,1,0,30791,166,397984,10,4,27,7,17,3,4,0,39,22,56,3,9,27,2,0,3,115,49,2,0.666666666666667,1,1,0
"20100209051079012",0,0,1,12370,112,257660,10,5,21,6,11,3,2,3,30,18,42,0,5,6,2,2,1,79,29,4,1,1,1,1
"20100209055089116",0,0,1,45641,242,579945,11,4,27,7,14,6,10,2,26,18,118,10,5,44,2,2,4,156,81,5,0.666666666666667,0,1,1
"20100209083651980",0,0,1,7588,204,358553,9,3,31,7,20,0,2,0,29,21,118,4,12,15,2,0,0,161,27,16,0.666666666666667,1,1,0
